Date,Company,Ticker Symbol,Currency,Open,High,Low,Close,Adj Close,Volume
2000-01-01,Sony Interactive Entertainment,SONY,JPY,28.524999618530273,29.168750762939453,20.850000381469727,25.299999237060547,14.535082817077637,147012000
2000-02-01,Sony Interactive Entertainment,SONY,JPY,25.293750762939453,31.475000381469727,25.0,31.350000381469727,18.0108642578125,67437000
2000-03-01,Sony Interactive Entertainment,SONY,JPY,30.100000381469727,31.299999237060547,21.700000762939453,28.012500762939453,16.09343719482422,112674000
2000-04-01,Sony Interactive Entertainment,SONY,JPY,28.25,28.25,22.3125,22.5625,12.974536895751953,74071000
2000-05-01,Sony Interactive Entertainment,SONY,JPY,22.700000762939453,23.481250762939453,17.75,18.237499237060547,10.48745346069336,65035500
2000-06-01,Sony Interactive Entertainment,SONY,JPY,18.200000762939453,20.987499237060547,17.799999237060547,18.862499237060547,10.846858978271484,47946500
2000-07-01,Sony Interactive Entertainment,SONY,JPY,19.487499237060547,21.087499618530273,18.087499618530273,18.787500381469727,10.803732872009277,29562000
2000-08-01,Sony Interactive Entertainment,SONY,JPY,18.5,23.100000381469727,18.112499237060547,22.850000381469727,13.139866828918457,31862500
2000-09-01,Sony Interactive Entertainment,SONY,JPY,22.899999618530273,23.262500762939453,18.8125,20.1875,11.608798027038574,40809500
2000-10-01,Sony Interactive Entertainment,SONY,JPY,20.1875,20.1875,16.225000381469727,16.600000381469727,9.597552299499512,45099500
2000-11-01,Sony Interactive Entertainment,SONY,JPY,16.850000381469727,17.712499618530273,14.412500381469727,14.899999618530273,8.614672660827637,41265000
2000-12-01,Sony Interactive Entertainment,SONY,JPY,15.0,16.387500762939453,13.399999618530273,13.899999618530273,8.036505699157715,35456500
2001-01-01,Sony Interactive Entertainment,SONY,JPY,13.850000381469727,15.675000190734863,13.475000381469727,14.710000038146973,8.5048189163208,43559000
2001-02-01,Sony Interactive Entertainment,SONY,JPY,14.680000305175781,14.838000297546387,13.85200023651123,14.302000045776367,8.268926620483398,28254000
2001-03-01,Sony Interactive Entertainment,SONY,JPY,14.010000228881836,15.520000457763672,13.079999923706055,14.449999809265137,8.354497909545898,41838500
2001-04-01,Sony Interactive Entertainment,SONY,JPY,14.0,15.600000381469727,13.484000205993652,15.329999923706055,8.924966812133789,35803500
2001-05-01,Sony Interactive Entertainment,SONY,JPY,15.399999618530273,17.149999618530273,15.300000190734863,15.619999885559082,9.09379768371582,44795500
2001-06-01,Sony Interactive Entertainment,SONY,JPY,15.619999885559082,15.920000076293945,13.029999732971191,13.15999984741211,7.661612510681152,173167500
2001-07-01,Sony Interactive Entertainment,SONY,JPY,13.180000305175781,13.199999809265137,9.25,9.904000282287598,5.766005516052246,59644000
2001-08-01,Sony Interactive Entertainment,SONY,JPY,9.979999542236328,10.543999671936035,8.899999618530273,8.979999542236328,5.228060722351074,33675500
2001-09-01,Sony Interactive Entertainment,SONY,JPY,8.800000190734863,8.937999725341797,6.604000091552734,6.639999866485596,3.8657374382019043,44302000
2001-10-01,Sony Interactive Entertainment,SONY,JPY,6.739999771118164,8.5,6.559999942779541,7.639999866485596,4.507917404174805,55415500
2001-11-01,Sony Interactive Entertainment,SONY,JPY,7.659999847412109,9.770000457763672,7.581999778747559,9.539999961853027,5.628995418548584,45034000
2001-12-01,Sony Interactive Entertainment,SONY,JPY,9.239999771118164,10.050000190734863,8.633999824523926,9.020000457763672,5.3221755027771,36192000
2002-01-01,Sony Interactive Entertainment,SONY,JPY,9.069999694824219,9.935999870300293,8.550000190734863,8.95199966430664,5.282052040100098,41855500
2002-02-01,Sony Interactive Entertainment,SONY,JPY,8.699999809265137,9.569999694824219,8.119999885559082,9.239999771118164,5.4519829750061035,25115500
2002-03-01,Sony Interactive Entertainment,SONY,JPY,9.437999725341797,11.420000076293945,9.430000305175781,10.34000015258789,6.101029396057129,37968000
2002-04-01,Sony Interactive Entertainment,SONY,JPY,10.095999717712402,11.288000106811523,10.050000190734863,10.84000015258789,6.430191993713379,27620000
2002-05-01,Sony Interactive Entertainment,SONY,JPY,10.770000457763672,11.989999771118164,10.529999732971191,11.621999740600586,6.894068241119385,36989500
2002-06-01,Sony Interactive Entertainment,SONY,JPY,11.5,11.60200023651123,9.581999778747559,10.619999885559082,6.299689292907715,31785500
2002-07-01,Sony Interactive Entertainment,SONY,JPY,10.420000076293945,10.697999954223633,8.760000228881836,9.065999984741211,5.377872943878174,44375500
2002-08-01,Sony Interactive Entertainment,SONY,JPY,8.949999809265137,9.289999961853027,8.402000427246094,8.70199966430664,5.161950588226318,33451500
2002-09-01,Sony Interactive Entertainment,SONY,JPY,8.460000038146973,9.03600025177002,8.039999961853027,8.220000267028809,4.876031875610352,34637500
2002-10-01,Sony Interactive Entertainment,SONY,JPY,8.319999694824219,9.168000221252441,7.958000183105469,8.64799976348877,5.1972737312316895,43175500
2002-11-01,Sony Interactive Entertainment,SONY,JPY,8.680000305175781,9.156000137329102,8.104000091552734,8.869999885559082,5.330691337585449,39140000
2002-12-01,Sony Interactive Entertainment,SONY,JPY,8.979999542236328,9.010000228881836,8.175999641418457,8.26200008392334,4.965295791625977,33656500
2003-01-01,Sony Interactive Entertainment,SONY,JPY,8.284000396728516,8.680000305175781,7.866000175476074,7.989999771118164,4.801828384399414,30685000
2003-02-01,Sony Interactive Entertainment,SONY,JPY,7.989999771118164,8.029999732971191,7.5320000648498535,7.593999862670898,4.563840389251709,24017500
2003-03-01,Sony Interactive Entertainment,SONY,JPY,7.627999782562256,7.6620001792907715,6.96999979019165,7.026000022888184,4.222482681274414,37957000
2003-04-01,Sony Interactive Entertainment,SONY,JPY,7.0,7.164000034332275,4.631999969482422,4.947999954223633,3.0169074535369873,223438000
2003-05-01,Sony Interactive Entertainment,SONY,JPY,4.872000217437744,5.48799991607666,4.802000045776367,5.4679999351501465,3.3339643478393555,273633500
2003-06-01,Sony Interactive Entertainment,SONY,JPY,5.599999904632568,5.998000144958496,5.519999980926514,5.599999904632568,3.4144468307495117,192405500
2003-07-01,Sony Interactive Entertainment,SONY,JPY,5.679999828338623,6.875999927520752,5.665999889373779,6.239999771118164,3.804670810699463,199654500
2003-08-01,Sony Interactive Entertainment,SONY,JPY,6.236000061035156,6.679999828338623,5.877999782562256,6.590000152587891,4.018073081970215,95815500
2003-09-01,Sony Interactive Entertainment,SONY,JPY,6.739999771118164,7.659999847412109,6.691999912261963,6.960000038146973,4.243670463562012,133702500
2003-10-01,Sony Interactive Entertainment,SONY,JPY,6.9679999351501465,7.607999801635742,6.794000148773193,7.039999961853027,4.305205345153809,134401500
2003-11-01,Sony Interactive Entertainment,SONY,JPY,7.139999866485596,7.409999847412109,6.730000019073486,6.869999885559082,4.201244354248047,77167000
2003-12-01,Sony Interactive Entertainment,SONY,JPY,6.800000190734863,6.978000164031982,6.484000205993652,6.934000015258789,4.240384101867676,87112500
2004-01-01,Sony Interactive Entertainment,SONY,JPY,6.978000164031982,8.399999618530273,6.961999893188477,8.130000114440918,4.971779823303223,101987500
2004-02-01,Sony Interactive Entertainment,SONY,JPY,8.055999755859375,8.562000274658203,7.9039998054504395,8.187999725341797,5.007247447967529,57577500
2004-03-01,Sony Interactive Entertainment,SONY,JPY,8.350000381469727,8.430000305175781,7.6579999923706055,8.362000465393066,5.113656044006348,65308500
2004-04-01,Sony Interactive Entertainment,SONY,JPY,8.25,8.734000205993652,7.625999927520752,7.679999828338623,4.709994316101074,61321000
2004-05-01,Sony Interactive Entertainment,SONY,JPY,7.699999809265137,7.868000030517578,6.789999961853027,7.374000072479248,4.522329807281494,57659000
2004-06-01,Sony Interactive Entertainment,SONY,JPY,7.331999778747559,7.6579999923706055,7.072000026702881,7.610000133514404,4.667065620422363,36042500
2004-07-01,Sony Interactive Entertainment,SONY,JPY,7.607999801635742,7.699999809265137,6.806000232696533,6.929999828338623,4.250033855438232,51175500
2004-08-01,Sony Interactive Entertainment,SONY,JPY,7.0,7.052000045776367,6.46999979019165,6.934000015258789,4.252487659454346,59237500
2004-09-01,Sony Interactive Entertainment,SONY,JPY,6.920000076293945,7.297999858856201,6.679999828338623,6.877999782562256,4.218142509460449,43426000
2004-10-01,Sony Interactive Entertainment,SONY,JPY,6.880000114440918,7.079999923706055,6.754000186920166,6.96999979019165,4.347733020782471,44394000
2004-11-01,Sony Interactive Entertainment,SONY,JPY,6.926000118255615,7.360000133514404,6.900000095367432,7.271999835968018,4.53611421585083,47199000
2004-12-01,Sony Interactive Entertainment,SONY,JPY,7.170000076293945,7.840000152587891,7.150000095367432,7.791999816894531,4.86047887802124,82354000
2005-01-01,Sony Interactive Entertainment,SONY,JPY,7.791999816894531,7.906000137329102,7.251999855041504,7.4039998054504395,4.618452548980713,90888500
2005-02-01,Sony Interactive Entertainment,SONY,JPY,7.380000114440918,7.6620001792907715,7.291999816894531,7.558000087738037,4.7145161628723145,48548500
2005-03-01,Sony Interactive Entertainment,SONY,JPY,7.607999801635742,8.362000465393066,7.570000171661377,8.003999710083008,4.992720127105713,196486500
2005-04-01,Sony Interactive Entertainment,SONY,JPY,7.989999771118164,8.157999992370605,7.1539998054504395,7.3420000076293945,4.579778671264648,100902500
2005-05-01,Sony Interactive Entertainment,SONY,JPY,7.449999809265137,7.690000057220459,7.260000228881836,7.453999996185303,4.649641990661621,64166500
